,Parametro,Prob,,
2832,PEDRO RAMIREZ DEL CASTILLO ESQUINA LA PALMA,5.72E-06,,
23001,SEGUNDA CDA DE PIRLES ESQ LAZARO CARDENAS,5.72E-06,,
23000,COLOMBIA,5.72E-06,,
22999,ELECTRON,5.72E-06,,
22998,CANAL NACIONAL Y PERIFERICO SUR,5.72E-06,,
2834,RETORNO ATILANO MORALES,5.72E-06,,
22995,SEGUNDA CERRADA DE PEDRO NOLASCO,5.72E-06,,
2840,JAVIER MARTINEZ VALLE 814,5.72E-06,,
22956,EXPLANADA DE LA ALCALDIA VENUSTIANO CARRANZA,5.72E-06,,
22955,CHIMALPOPOCAN,5.72E-06,,
22954,RIO DE SAN BUENAVENTURA,5.72E-06,,
22905,16 DE SEPTIEMBRE NUMERO 78 C,5.72E-06,,
22920,2A. CDA. LAGO WETTER,5.72E-06,,
22919,AVENIDA  LEYES DE REFORMA COLONIA CENTRAL DE ABASTO,5.72E-06,,
22918,BATALLON DE SAN PATRICIO Y ESCUADRON 201,5.72E-06,,
22917,ROA BARCENAS  ESQUINA  FRANCISCO AYALA,5.72E-06,,
2861,"CALZADA DE TLALPAN, A LA ALTURA DE LA CALZADA DE LA VIRGEN",5.72E-06,,
22916,CALLE DE FERRUSQUILLA,5.72E-06,,
2862,ESTACION DELE METRO CHAPULTEPEC  LINEA 1,5.72E-06,,
22912,AV.TALLER,5.72E-06,,
22911,CARLOTA ARMERO 154 MEDIATRIZ PUBLICIDAD,5.72E-06,,
22910,FRANCISCO DEL PASO Y TRONCOSO (CONTINUA AV. AZUCAR),5.72E-06,,
22909,VIALIDAD ORIENTE,5.72E-06,,
22908,FERNANDO ROMAN LUGO  Y JAIME TORRES BODED SIN NUMERO,5.72E-06,,
2869,CALZADA VALLEJO Y AVENIDA CUITLAHUAC,5.72E-06,,
22906,AV DE LOS CIEN METROS,5.72E-06,,
22904,SAN PABLO XALPA 434,5.72E-06,,
2851,ERMITA IZTAPALAPA Y EJE SEIS AVENIDA LAS TORRES,5.72E-06,,
22903,AVENIDA NORTE 59,5.72E-06,,
22902,"RETORNO 303B, DE AVENIDA ORIENTE 160-46",5.72E-06,,
2871,CAMELLON CENTRAL UBICADO EN CIRCUITO ESCOLAR,5.72E-06,,
2872,HALLEY,5.72E-06,,
22897,"AGRARISMO (HOSPITAL ANGELES MEXICO), ENTRE LAS",5.72E-06,,
22896,CALLE PEDRO SANTACILIA,5.72E-06,,
22895,BENITO   COQUET,5.72E-06,,
22894,AVENIDA DE LAS FUENTES SIN NUMERO,5.72E-06,,
22893,CALLE COLORADO,5.72E-06,,
22892,"AVENIDA SUR 4 NUMERO 84,",5.72E-06,,
22891,CALLE NORTE 54 A,5.72E-06,,
22890,FRAY SERVANDO TERESA DE MIER NUMERO 77 SEGUNDO PISO,5.72E-06,,
22889,DIENTE DE LEOMN,5.72E-06,,
22888,RETORNO 5 DE CALZADA IGNACIO ZARAGOZA,5.72E-06,,
22921,RETORNO 6 DE AVENIDA DEL TALLER,5.72E-06,,
22922,HACIENDA DE NAVARRETE,5.72E-06,,
22923,CERRADA DE  15 DE SEPTIEMBRE  Y  CALLE  15 DE SEPTIEMBRE,5.72E-06,,
22924,CERRADA ZOTITLA,5.72E-06,,
2854,RAMOS  MILLAN,5.72E-06,,
22952,NOGAL SILVESTRE 21,5.72E-06,,
22951,CARRETERA MEXIVO TOLUCA KILOMETRO 25 DIRECCION CIUDAD DE MEXICO,5.72E-06,,
22950,PUERTO MORELOS,5.72E-06,,
22949,CIRCUITO CIUDAD UNIVERSITARIA,5.72E-06,,
22948,PASEO DE LA REFORMA NUEMERO 452 ESQUINA CON DUBLIN,5.72E-06,,
22947,CALLE NORTE 64 A,5.72E-06,,
22946,CAYETANOANDRADE 20,5.72E-06,,
22945,JALAPA Y TAMUIN,5.72E-06,,
22944,CARR. FED. MEXICO TOLUCA,5.72E-06,,
22943,SAN LUIIS POTOSI,5.72E-06,,
22942,AGUA CALIENTE NUMERO 129,5.72E-06,,
2855,"MARIANO ESCOBEDO, NUMERO 95 A",5.72E-06,,
22941,PRIVADA DE GRANJAS NUM 7,5.72E-06,,
22940,AVENIDA  STIM,5.72E-06,,
22938,CARRETERA PICACHO AJUSCO NUMERO 745,5.72E-06,,
22936,MARISCAL ROMMEL,5.72E-06,,
22935,AVENIDA DE LOS 100 METROS 4843,5.72E-06,,
22934,CALLE GUADALAJARA COLONIA MIGUEL HIDALGO,5.72E-06,,
22933,CALLE CERRADA NARANJO,5.72E-06,,
2857,GARITAS,5.72E-06,,
22932,ZIHUATLAN Y ZICALCO,5.72E-06,,
22931,AV EJE 10,5.72E-06,,
22930,AVENIDA PASEO DE LOS JARDINES NUMERO 222,5.72E-06,,
2858,3RA CERRADA,5.72E-06,,
22928,PRIVADA DE NUEVO LEON,5.72E-06,,
22927,JUAN JOSE ELGUIARA Y EGUREN,5.72E-06,,
22926,CERRO MACUILT EPEC,5.72E-06,,
22925,AVENIDA SANTA FE SIN NUMERO,5.72E-06,,
23311,4 TA CERRADA DE LAGO ERNE NO. 52 INTERIOR 10,5.72E-06,,
23313,"NICOLAS SAN JUAN,",5.72E-06,,
23879,"ANDADOR PRESA SAN JERONIMO   MANZANA 11, LOTE 11",5.72E-06,,
23678,VANDIO,5.72E-06,,
23691,ELENA 71,5.72E-06,,
23690,SEGUNDA CERRADA DE ACUEDUCTO    -2A PRIV. ACUEDUCTO-,5.72E-06,,
23689,HOSPITAL MATERNO INFANTIL INGUARAN,5.72E-06,,
23688,CUMBRES ACULTZINGO,5.72E-06,,
23687,XIMILPA,5.72E-06,,
23686,EJE CENTRAL LAZARO CARDENAS Y CUMBRES DE MALTRATA,5.72E-06,,
23685,DAVID FLORES MANZANA  10   LOTE 04,5.72E-06,,
23684,RETORNO 60,5.72E-06,,
2451,ANDRTEA DEL SARTO,5.72E-06,,
2454,DURANGO ESQUINA CON AVENIDA SONORA,5.72E-06,,
23682,CENTLAPA,5.72E-06,,
23681,AV. DE LA CIMA,5.72E-06,,
23680,PROLONGACION AHUEHUETITLA NO SABE FRENTE A QUE NUMERO,5.72E-06,,
23679,CIR. INTERIOR,5.72E-06,,
23677,ULTIMO RETORNO DE APATZINGAN,5.72E-06,,
23693,FRANCISCO URQUIZA,5.72E-06,,
23675,SEGUNDO ANDADOR DE LA VIRGEN,5.72E-06,,
23674,LINOS YALE,5.72E-06,,
2463,BOLUEVARD ADOLFO LOPEZ MATEOS,5.72E-06,,
2465,DR. BALMIS Y DR. JOSE MARIA VERTIZ,5.72E-06,,
2466,AV. RIO BECERRA (PROL. SAN ANTONIO-AV. MINAS),5.72E-06,,
23670,AVENIDA LA BRECHA CERRO DEL CHIQUIHUITE,5.72E-06,,
2467,RTNO 3 DE SUR 12B,5.72E-06,,
23665,NVA. STO. DOMINGO,5.72E-06,,
23664,CALLE RIVA PALACIO,5.72E-06,,
2472,AVENIDA 11 NUMERO 402 EDIFICIO 2D DEPARTAMENTO 404,5.72E-06,,
2473,URSULO GALVA,5.72E-06,,
23660,CALLE GOETHE 15,5.72E-06,,
23659,GIUADALUPE VICTORIA,5.72E-06,,
23658,AQUILE SERDAN SERDA,5.72E-06,,
23692,CERRADA DE ESPIGA,5.72E-06,,
23694,TRIANGULO DE LAS AGUJAS NUMERO 1 CONDOMINIO 1D CASA 71B,5.72E-06,,
23656,TENIENTE JAVIER MARTINEZ VALLE ESQUINA JORGE ENCISO,5.72E-06,,
23714,"DEPOSITO DE ESTA INSTITUCION,",5.72E-06,,
23732,CUARTA DE ERNE ESQUINA LAGO NESS,5.72E-06,,
23731,CARRTERA VIEJA XOCHIMILCO-TULYEHUALCO,5.72E-06,,
23730,ANDADOR   8  EDIFICIO   8 D,5.72E-06,,
23729,SUR 27 Y SUR 26,5.72E-06,,
23728,BOULEVARD  PUERTO  AEREO  Y  CALZADA  IGNACIO  ZARAGOZA,5.72E-06,,
23727,CALLE UNIVERSIDAD  NUMERO 220  UNIDAD HABITACIONAL LAS AMERICAS EDIF B8 402,5.72E-06,,
23726,CUARTA CERRADA DE CUAUHTEMOC 26,5.72E-06,,
23724,SAN PABALO XALPA,5.72E-06,,
23723,AVENIDA WILFRIDO MASSEIU,5.72E-06,,
23721,CALLE 10 MZ 64 LT. 4,5.72E-06,,
23720,GABRIL HERNANDEZ,5.72E-06,,
23717,CDA. SAMARIO 28,5.72E-06,,
23716,AVENIDA 641,5.72E-06,,
23715,CARRETERA FEDEERAL CUERNAVACA,5.72E-06,,
23713,CALZADA OCHOA DE MIRANDA,5.72E-06,,
23695,AV CULTURA GRIEGA,5.72E-06,,
23712,MONTE ENCINO 39,5.72E-06,,
23711,AV. EL FAROL,5.72E-06,,
23709,"SAGU, ESQUINA CALLEJON AGRICULTORES",5.72E-06,,
2447,marco polo,5.72E-06,,
23707,ANTONIO GALEANA,5.72E-06,,
23706,PROLONGACION CABO GRIS,5.72E-06,,
23705,HERRADURA 74,5.72E-06,,
23704,AV. REVOLUCION SAN MIGUEL CHAPULTEPEC,5.72E-06,,
23703,BOSQUES DE REFORMA 1813,5.72E-06,,
23702,SEGUNDA PRIVADA DE AVENIDA MEXICO,5.72E-06,,
23701,LAGUNA DEL ENSUEÂ?O MANZNA 158 LOTE 7,5.72E-06,,
2450,2A. CERRADA DE BARRANCA,5.72E-06,,
23698,VICENTE VILLADA  Y 5 DE FEBRERO,5.72E-06,,
23697,PRIVADA JAPON,5.72E-06,,
23657,CALZADA IGNACIO ZARAGOZA TEPALCATES,5.72E-06,,
2475,LIC. MIGUEL LANZ DURET,5.72E-06,,
23578,CALLE  URANIO,5.72E-06,,
23597,CECILIO ROBELO (NOTIFICACION HOSPITAL GENERAL BALBUENA),5.72E-06,,
23614,ORIENTE 259 Y SUR 22-A,5.72E-06,,
23613,CALLE ROSA,5.72E-06,,
23612,AVENIDA 11 EDIFICIO 7E,5.72E-06,,
23610,BATALLA DE CALVILLO ESQUINA CON OCOTLAN,5.72E-06,,
23609,AV 52 NUMERO 411,5.72E-06,,
23605,CANTERA NUMERO 40 ANTES 5,5.72E-06,,
23604,URUGUAY 157,5.72E-06,,
2502,RETORNO AL BOSQUE,5.72E-06,,
23603,GRAL. FRANCISCO FAGOAGA,5.72E-06,,
23602,AVENIDA PASEO DEL BOSQUE,5.72E-06,,
23601,AV. CHAPULTEPEC. NUM. 57 PISO CUATRO,5.72E-06,,
23600,RTNO. 6 DE FRAY SERVANDO T. DE MIER,5.72E-06,,
23599,BOQUE DE LA REFORMA,5.72E-06,,
23598,PROLONGACION TICOMAN,5.72E-06,,
23596,PASEO DE SISILIA,5.72E-06,,
23617,CALLE BENITO JUAREZ NUMERO 9,5.72E-06,,
2503,HOPELCHEN MANZANA 7,5.72E-06,,
23594,ANDADOR 675,5.72E-06,,
23592,EISENHOWER,5.72E-06,,
23590,PERIFERICO ORIENTE  CON DIRECCION AL EJE 5 SUR ESQUINA CON LA AVENIDA LEYES DE REFORMA,5.72E-06,,
23589,CALZADA DE LA VIGA NO. 246 TORRE B NO. 502,5.72E-06,,
23588,IGNACIO  VALLARTA 60,5.72E-06,,
2508,BAHIA DEL ESPIRITU SANTO SIN NUMERO,5.72E-06,,
23587,CALZADA DEL  HUESO  SIN  NUMERO,5.72E-06,,
23586,AVENIDA PRESIDENTE MAZARYK,5.72E-06,,
23585,VICENTE VILLADA (ZUMARRAGA),5.72E-06,,
23583,BATLLA DE ORENDAY (ORENDAIN),5.72E-06,,
2511,2A CDA. DE ANIL,5.72E-06,,
23582,AVENIDA PRESIDENTE MASARYK AL CRUCE CON ARQUIMEDES,5.72E-06,,
23581,CAMELLON EJE 6,5.72E-06,,
2499,SIN CALLES DEL SAP (SUR 21),5.72E-06,,
2495,AV SAN FERNANDO ESQUINA ONCE MARTIRES,5.72E-06,,
23653,CALLE INGENIEROS PETROLEROS,5.72E-06,,
23636,NATALIA PORTILLO,5.72E-06,,
23652,LAGO  NAUR PENSIL NORTE,5.72E-06,,
23650,AZABACHE,5.72E-06,,
23649,CALZADA SAN BARTOLO NAUCALPAN 86,5.72E-06,,
2485,CALZADA ERMITA Y PUENTE TITLA,5.72E-06,,
23647,FUNDIDORES 266,5.72E-06,,
23646,PARQUE EL CU EN CIRCUITO ESCOLAR UNIVERSITARIO  FRENTE A LA FACULTAD DE ODNTOLOGIA,5.72E-06,,
23645,CALLE 10 Y TOLTECAS,5.72E-06,,
23644,ANDADOR 51,5.72E-06,,
23643,ANTIGUA VERACRUZ MANZANA 24,5.72E-06,,
23642,RETORNO DE ENCINAS,5.72E-06,,
23641,CHINAMPA SAN JUAN,5.72E-06,,
23639,AVENIDA 11 Y BILBAO,5.72E-06,,
23638,FERROCARRILES NACIONALES (LIC. ANDRES HENESTROSA),5.72E-06,,
23637,CALLE DE NOGALES,5.72E-06,,
23635,PRIVADA DE SANTA MARIA,5.72E-06,,
2494,AV. INDUSTRIAL MILITAR,5.72E-06,,
23634,BETANCOURT,5.72E-06,,
23633,AVENIDA ANO DE JUAREZ (ESTACIONAMIENTO DE PLAZA COMERCIAL ERMITA),5.72E-06,,
2489,AND. JORGE ALBERTO RIVAS,5.72E-06,,
23631,ALTA TENSION Y LOMAS DE PLATEROS,5.72E-06,,
23630,NIZA 47,5.72E-06,,
23628,SUR 20 618,5.72E-06,,
23627,DEPORTIVO DE LA UNIDAD INDEPENDENCIA,5.72E-06,,
23626,CHILPA 72,5.72E-06,,
23625,CALLE  MANUEL ACUNA 159,5.72E-06,,
2493,CALLE ELIZA,5.72E-06,,
23624,PRIVADA SAN LUCAS,5.72E-06,,
23623,CALLE EMILIANO ZAPATA 338,5.72E-06,,
23621,AVENIDA TLAHUAC  5840,5.72E-06,,
23620,AVENIDA PRESIDENTE DE JUAREZ,5.72E-06,,
23733,AVENIDA IGNACIO ZARAGOZA S/N,5.72E-06,,
23736,CALZADA DE TLALPAN   Y PUENTE DE DIVISION DEL NORTE,5.72E-06,,
23737,CANAL DE AMECA,5.72E-06,,
2359,TIERRA CALOENTE,5.72E-06,,
23843,ENRIQUE PESTALOZZI 945,5.72E-06,,
23841,NAUTLA ESQUINA CON CALLE NOCHIXTLAN,5.72E-06,,
23840,GALEANA 218,5.72E-06,,
23839,TAJIN 589,5.72E-06,,
2351,CERRADA MESITAS,5.72E-06,,
23838,EUSEBIO GUAJARDO CASI ESQUINA CON AVENIDA ERMITA IZTAPALAPA,5.72E-06,,
23837,TRES 109,5.72E-06,,
23836,AV.  BAJA CALIFORNIA,5.72E-06,,
23835,ANDEN METROBUS 18 DE MARZO,5.72E-06,,
23834,JOSE  MARIA  VELASCO,5.72E-06,,
2352,SAN PEDRO VELEZ,5.72E-06,,
2355,EJE NORTE I,5.72E-06,,
23830,PLAZA VALENTIN GOMEZ FARIAS,5.72E-06,,
23829,JOSE TOMAS ESTRELLA NUMERO 22,5.72E-06,,
23827,SABINO NUMERO 526 A,5.72E-06,,
23845,CALLE 12 METROS,5.72E-06,,
2362,CIRCUITO ESTADIO AZTECA Y CALZADA DE TLALPAN INTERIOR DEL ESTADIO AZTECA,5.72E-06,,
23825,CALLEJON UXMAL,5.72E-06,,
23824,KILOMETRO 7+5 D ELA CARRETERA PICACHO AJUSCO,5.72E-06,,
23823,PUERTO ACAPLCO,5.72E-06,,
23822,PRIVADA BUGAMBILIAS,5.72E-06,,
23819,CALZADA  IGNACIO ZARAGOZA   A LA ALTURA D E  GOME Z FARIAS,5.72E-06,,
2372,CALZ. ERMITA IZTAPALAPA   (BANCO BANORTE),5.72E-06,,
23817,CARRETERA PICACHO AJUSCO  KILOMETRO 12.5,5.72E-06,,
23816,FELIPE ANGELES ESQUINA ZACATECAS,5.72E-06,,
23815,PLAZA DE LA CONSTITUCIÃ?N,5.72E-06,,
23813,CALLE FRANCISCO JIMENEZ,5.72E-06,,
23812,CALLE CAMILO RIOS   CASI ESQUINA CON LA CALLE DE  EXPLORADORES,5.72E-06,,
23810,BARACOA SIN NUMERO,5.72E-06,,
2376,BATOLOME R SALIDO,5.72E-06,,
23844,PRESA NEJAPA NO. 79,5.72E-06,,
23847,CORREOS Y TELGRAFOS,5.72E-06,,
23738,MAGNOLIA 112,5.72E-06,,
23864,BUHO,5.72E-06,,
2342,PRIMERA CERRADA DE ARNESES CASI  ESQUINA CON EJE TRES ORIENTE,5.72E-06,,
23877,AVENIDA INSURGENTES SUR 536,5.72E-06,,
23876,CERRADA DE TRES ZAPOTES,5.72E-06,,
23875,VOLCAN IXTACCIHUATL MANZANA 9 LOTE 51,5.72E-06,,
2343,SIN CALLES DEL SAP (AVENIDA RIO CONSULADO),5.72E-06,,
23874,AVENIDA  CUAUHTEMOC 533,5.72E-06,,
23873,SAN JERONIMO MANZANA 16 B LOTE 18,5.72E-06,,
23872,ROSARIO CASTELLANOS   CASI ESQUINA CON LAURA MENDEZ DE CUENCA,5.72E-06,,
23871,POZO PEDREGAL 28,5.72E-06,,
23870,OSACAR,5.72E-06,,
23869,LATERAL DE RIO CHURUBUSCO 497,5.72E-06,,
23868,CALLE HORACIO Y CALLE  TAYNES,5.72E-06,,
23867,LUGAR DE HECHOS CALLE DE PROSPERIDAD  ENTRE  LA CALLE 2 Y 3,5.72E-06,,
23865,PRIVADA DE SAN JUAN,5.72E-06,,
23863,SIN DATO,5.72E-06,,
23848,CALZADA DE SAN SIMO,5.72E-06,,
23862,"FRANBUESA, MANZANA 3, LOTE 9",5.72E-06,,
23861,AV. INSURGENTES Y AV DEL IMAN,5.72E-06,,
2348,PUERTO DE GUAYMAS,5.72E-06,,
2349,CLAZADA DE TLALPAN  CASI  ESQUINA  CALZADA  DEL HUESO,5.72E-06,,
23858,AV. HOMERO 418,5.72E-06,,
23857,PTE. 81,5.72E-06,,
2350,COORDINACION TERRITORIAL DE BENITO JUAREZ UNO,5.72E-06,,
23855,LOPEZ VELARDEE  Y AVENIDA CIEN METROS,5.72E-06,,
23854,AV. INSURGENTES SUR 2375,5.72E-06,,
23853,CALLE CANDELARIA PEREZ ESQUINA CALLE CALZADA DE LAS BOMBAS,5.72E-06,,
23852,ARROYO LATERAL DE RIO CONSULADO 661,5.72E-06,,
23851,COZUMEL NUMERO 63,5.72E-06,,
23850,"PERIFERICO SUR, ADOLFO LOPEZ MATEOS",5.72E-06,,
23849,LAGO ZITACUARO,5.72E-06,,
23806,AVENIDA SANTA  CATARINA,5.72E-06,,
23805,CDA. DEL PINCEL,5.72E-06,,
2379,MARINA  NACIONAL,5.72E-06,,
23759,CHURUBUSCO Y XICOTENCATL,5.72E-06,,
23770,EX HACIENDA BUENAVISTA (BUENAVISTA),5.72E-06,,
2406,AND. 21 DEL TEMOLUCO,5.72E-06,,
23769,NORTE 66 N0 5210,5.72E-06,,
23768,PRIVADA SAN JOAQUIN ESQUINA CALLEJON SAN JOAQUIN,5.72E-06,,
23767,CARRASCO Y CUITLAHUAC,5.72E-06,,
2408,CALLE 7 (ROJO GOMEZ)     (PANTEON SANTIAGO ATEPETLAC ),5.72E-06,,
23766,CITLAMEN,5.72E-06,,
23765,CALLE CERRADA AGUACATE,5.72E-06,,
2410,"LATERAL DE AUTOPISTA URBANA DEL NORTE, A LA ALTURA DE JUAN VAZQUEZ DE MELLA",5.72E-06,,
23763,KANTUNIL CASI ESQUINA CON TIXMEHUAC,5.72E-06,,
23762,AVENIDA  TE,5.72E-06,,
23761,CINE MEXICANO 479,5.72E-06,,
2411,CALLE RIO SECO (VIA PUBLICA),5.72E-06,,
23760,JOSE JURADO (NO SE UBICO LA CALLE DE REFERENCIA),5.72E-06,,
23757,MANUEL SALAZAR  FRENTE DEPORTIVO PROVIDENCIA,5.72E-06,,
2380,CALLE TROJES,5.72E-06,,
23756,OTILIO MONTANO NUMERO 35 MANZANA 05 LOTE 88,5.72E-06,,
23755,LAONARDO DA VINCI,5.72E-06,,
23753,AVENIDA INSURGENTES 226,5.72E-06,,
23752,ORIENTE 102 ESQUINA CON SUR 173,5.72E-06,,
23751,ACUEDICTIO DE GUADALUPE,5.72E-06,,
23747,AVENIDA HIDALGO MONROY 613,5.72E-06,,
2419,AV INSURTGENTES SUR,5.72E-06,,
2421,JOSE MARIA OLLIQUI,5.72E-06,,
23744,5 DE FEBRERO ESQUINA LATERAL DE VIADUCTOP,5.72E-06,,
23743,GUADALUPE AMADOR Y MONTES DE LAS CORDILLERAS,5.72E-06,,
23742,PINTORES 77,5.72E-06,,
2424,CALLE CEREALES,5.72E-06,,
23740,AVENIDA SAN BERNABE Y LAS CRUCES,5.72E-06,,
23739,RIO YAQUI 37,5.72E-06,,
23771,DR. JIMENEZ Y EJE TRES MORONES PRIETO,5.72E-06,,
23772,AVNIDA JAVIER ROJO GOMEZ,5.72E-06,,
2403,FRANCISCO COSSIO ROBELO,5.72E-06,,
23774,LUIS DONALDO COLOSIO Y AVENIDA DE INSURGENTES METRO BUS CHOPO,5.72E-06,,
23803,CERRADA CAMINO DE LOS TOROS,5.72E-06,,
2382,CALLEJON SAN PEDRO (SAN PEDRO),5.72E-06,,
2384,DURANGO (FRENTE A LA TIENDA COMERCIAL PALACIO DE HIERRO),5.72E-06,,
2388,AVENIDA CARMEN  SERDAN,5.72E-06,,
23800,ZICATICUTLI (NO SE ENCUENTRA LA CALLE),5.72E-06,,
23799,GUANTANAMO (HUATABAMBO),5.72E-06,,
23798,IGNACIO  ALLENDE  MZ6  LT 6,5.72E-06,,
23797,PASILLO  DE LA F,5.72E-06,,
23796,CINCO DE MAYO Y MORELOS,5.72E-06,,
2390,OTE 81,5.72E-06,,
23795,INSURGENTES SUR 1581,5.72E-06,,
2391,CALLE 12 DISPENSARIO SAGRADO CORAZON,5.72E-06,,
23792,RINCONADA TRIBUS  EDIF. AYAMARA DEPTO 4,5.72E-06,,
23790,CANAL DE MAR BLANCO,5.72E-06,,
2394,M. BALLESTEROS G.,5.72E-06,,
23788,RIO OVEJAS,5.72E-06,,
2396,AV EJE TES FRANCISCO DEL PASO Y TRONCOSO,5.72E-06,,
23785,PARROQUIA  Y AV. UNIVERSIDAD,5.72E-06,,
23784,JOSE SUAREZ OLVERA,5.72E-06,,
23783,CANAL  DE  SAN  JUAN,5.72E-06,,
23782,CLZDA GUADALUPE,5.72E-06,,
23781,FRENTE AL NUMERO 382 DE LA CALLE DE ORIENTE 164,5.72E-06,,
23780,CALLEJON  DE ARROYO,5.72E-06,,
23779,PRIVADA DE NISPERO (1A DE NISPERO),5.72E-06,,
23778,JOSE MARIA ROA BARCENAS 6,5.72E-06,,
2402,ITZCOAL,5.72E-06,,
23777,PRIMERA CERRADA DE INVERNADERO,5.72E-06,,
23776,"AVENIDA EL ROSARIO 1025, TOWN CENTER EL ROSARIO, TERCER PISO",5.72E-06,,
23775,TLACOLTALPAN,5.72E-06,,
23579,EDO DE SINALOA,5.72E-06,,
23577,AVENIDA ACTOCPAN,5.72E-06,,
23314,DR.  RIO DE LA LOZA,5.72E-06,,
23389,CITLALI   -NO ESTA MARCADA-,5.72E-06,,
23402,AVENIDA CANAL RIO CHURUBUSCO 1781,5.72E-06,,
23401,ERMITA IZTAPAPALAPA,5.72E-06,,
23400,EPIGMENIO  IBARRA,5.72E-06,,
23399,AV. GANCANAL DE DESAGUE,5.72E-06,,
23398,CALLE MACAHUITES,5.72E-06,,
2611,CHABACANO DE LA LINEA 9 EJE 3 SUR,5.72E-06,,
23396,CAMINO A TEPETONGO    -CAMINO AL CERRO TEPETONGO-,5.72E-06,,
23395,CALLE ALFREDO BRECEDA MERCADO,5.72E-06,,
2613,VELAZQUEZ MATINES,5.72E-06,,
23394,EN DR JOSE MA VERTIZ,5.72E-06,,
23393,CALLE RIO CHURUBUSCO,5.72E-06,,
2614,CUARTA CEERADA DE NOGAL,5.72E-06,,
23392,"EJE SEIS  SUR ,  LUIS  G. MENDEZ",5.72E-06,,
23391,PLUTARCO ELIAS CALLES   -NO ESTA MARCADA-,5.72E-06,,
2616,EMA,5.72E-06,,
23404,QUINTA CERRADA DE ACUEDUCTO NUMERO 8,5.72E-06,,
23388,ORIENTE 221,5.72E-06,,
23387,TEPITE  MANZANA 1  LOTE  23,5.72E-06,,
23386,CALLE 11 ORIENTE,5.72E-06,,
2618,SAN JUAN DE DIOS Y TEPEPAN,5.72E-06,,
23385,EJE 2 PTE. (H. CONGRESO DE LA UNION),5.72E-06,,
2621,SOLEDAD Y AV SAN JERONIMO,5.72E-06,,
2622,ALVAREZ DEL CASTILLO,5.72E-06,,
23384,TLACOTLA M,5.72E-06,,
2624,LATERAL DE ROBLES DOMINGUEZ,5.72E-06,,
23383,"MAGDALENA, NUMERO 218, INTERIOR 401",5.72E-06,,
23382,AVENIDA SEVILLA,5.72E-06,,
23381,LATERAL RIO SAN JOAQUIN,5.72E-06,,
2625,CDA VICENTE GUERRERO NUMERO 4,5.72E-06,,
23380,BOSQUE DE PERALES,5.72E-06,,
23403,ANDADOR  63,5.72E-06,,
23405,ORIENTE 9 #30,5.72E-06,,
23378,CALLE HACIENDA DE SANTO TOMAS,5.72E-06,,
23421,AV. CUITLAHUAC 3651,5.72E-06,,
23437,AV.  COMERCIO,5.72E-06,,
23436,PASILLO  UNO  DE LA  S,5.72E-06,,
23434,MANZANO 15,5.72E-06,,
2596,"TMUCUY,",5.72E-06,,
2600,SIN CALLES DEL SAP (AVENIDA CENTENARIO DE 1919),5.72E-06,,
23430,CDA VICENTE GUERRERO 76,5.72E-06,,
2601,CAMINO  VIEJO SAN FRANCISCO TECOXPA,5.72E-06,,
23427,RETORNO  18 DE JULIO,5.72E-06,,
2604,JOSE MANUEL DE HERRERA,5.72E-06,,
23426,PRIMERA DE CELESTIO GASCA MZ 11 SMZ 4 LT 26,5.72E-06,,
23425,ESTACION DEL METRO GUELATAO LINEA FERREA A  DIRECCION A LA PAZ,5.72E-06,,
23424,SANTA LUCIA NUMERO 20,5.72E-06,,
2605,8 OTE.,5.72E-06,,
23422,CIRCUNVALACION (VIDAL ALCOCER),5.72E-06,,
23419,VIDAL ALCOCERS,5.72E-06,,
23406,GENERAL VICENTE MARISCAL,5.72E-06,,
23418,PROLONGACION SILOS NUMERO 220,5.72E-06,,
23417,IGNACIO  TORRES ADALID,5.72E-06,,
23416,BOCA DEL TORO,5.72E-06,,
23415,CALLE AVENIDA DE LOS MAESTROS,5.72E-06,,
23414,ANILLO PERIFERICO ORIENTE   EN DIRECCION A   ZARAGOZA,5.72E-06,,
2607,CCAMPANA DEL EBANO,5.72E-06,,
23412,AVENIDA TLAHUAC NUMERO 215,5.72E-06,,
2608,"CEDRO MANZANA A4, LOTE 107",5.72E-06,,
23410,CLUB LEON 19,5.72E-06,,
23409,CALLE VALPARAISPO 7,5.72E-06,,
23408,CALZADA  MEXICO TACUBA Y CALLE  MARTI RENO,5.72E-06,,
2609,CALLE DE PERSIA,5.72E-06,,
23407,CALLE CALZADA DE LAS BOMBAS,5.72E-06,,
2610,ZACHAUITZCO,5.72E-06,,
23379,PASEO DE LAS JACARANDAS -NOTIFICACION CASO MEDICO LEGAL HOSPITAL GRAL. LA RAZA-,5.72E-06,,
23377,PROLONGACION ANILLO PERIFERICO,5.72E-06,,
23576,CAMINO A AGUA BENDITA,5.72E-06,,
23330,AV.REVOLUCION,5.72E-06,,
23344,AV HIDALGO 188,5.72E-06,,
23343,CALZADA WERMITA IZTAPALAPA,5.72E-06,,
23342,DE PREPARATORIAS,5.72E-06,,
23341,CALLE BUEN TONO,5.72E-06,,
23340,AVENIDA NINOS HEROES  ESQUINA CON DR. VELASCO,5.72E-06,,
23339,METROBUS ESTACION NAPOLES,5.72E-06,,
23338,RIO  CONSULADO,5.72E-06,,
23337,GABRIEL MANCERA 246,5.72E-06,,
23336,PASO FLORENTINO (LA COLONIA REFERIDA NO COINCIDE CON LA DE LOS HECHOS),5.72E-06,,
